INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location,streetlights_within_10_m
212081246,2662,,BALLISTICS EVIDENCE/FOUND,C11, ,1,2021-11-06 02:00:00,2021,11,Saturday,2,,BELLEVUE ST,42.311565529792944,-71.06769304533748,"(42.311565529792944, -71.06769304533748)",0
212081491,3114,,INVESTIGATE PROPERTY,C11, ,1,2021-11-07 00:45:00,2021,11,Sunday,0,,WESTVILLE STREET,,,,0
212081494,2662,,BALLISTICS EVIDENCE/FOUND,B2, ,1,2021-11-07 01:13:00,2021,11,Sunday,1,,ALBION ST,42.32203839786156,-71.07140396187495,"(42.32203839786156, -71.07140396187495)",1
212082004,2662,,BALLISTICS EVIDENCE/FOUND,B3, ,1,2021-11-08 21:25:00,2021,11,Monday,21,,HENRICI ST,42.27880562491787,-71.08538050635744,"(42.27880562491787, -71.08538050635744)",0
212082297,111,,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B3, ,1,2021-11-09 23:00:00,2021,11,Tuesday,23,,DEERING RD,42.28553307537101,-71.09580077198905,"(42.28553307537101, -71.09580077198905)",0
212082552,423,,ASSAULT - AGGRAVATED,E18, ,1,2021-11-10 22:25:00,2021,11,Wednesday,22,,WOOD AVE,42.2662963332814,-71.11096143446942,"(42.2662963332814, -71.11096143446942)",0
212082557,423,,ASSAULT - AGGRAVATED,C11, ,1,2021-11-10 22:51:00,2021,11,Wednesday,22,,WASHINGTON ST,42.303565389046256,-71.07868147849383,"(42.303565389046256, -71.07868147849383)",1
212083356,423,,ASSAULT - AGGRAVATED,B2, ,1,2021-11-13 22:36:00,2021,11,Saturday,22,,BLUE HILL AVE,42.3078213946538,-71.08354075660561,"(42.3078213946538, -71.08354075660561)",1
212083385,3114,,INVESTIGATE PROPERTY,A7, ,1,2021-11-14 01:07:00,2021,11,Sunday,1,,"PUTNAM ST & BENNINGTON ST
EAST BOSTON  MA 02128
UN",42.3776400222563,-71.0315190172655,"(42.3776400222563, -71.0315190172655)",3
212083621,3114,,INVESTIGATE PROPERTY,B3, ,1,2021-11-14 23:56:00,2021,11,Sunday,23,,"RIVER ST & EDGEWATER DR
MATTAPAN  MA 02126
UNITED ",42.2670669644645,-71.09499999815311,"(42.2670669644645, -71.09499999815311)",0
212083607,423,,ASSAULT - AGGRAVATED,D14, ,1,2021-11-15 00:30:00,2021,11,Monday,0,,LINDEN ST,42.35540112987656,-71.13090648919811,"(42.355401129876554, -71.13090648919811)",0
212084154,3114,,INVESTIGATE PROPERTY,B3, ,1,2021-11-16 22:53:00,2021,11,Tuesday,22,,MORTON ST,42.282405247251255,-71.08822726919786,"(42.282405247251255, -71.08822726919786)",0
212084978,2662,,BALLISTICS EVIDENCE/FOUND,B3, ,1,2021-11-19 21:32:00,2021,11,Friday,21,,"BLUE HILL AVE & PAXTON ST
DORCHESTER  MA 02124
UNI",42.29216501149632,-71.08896998437304,"(42.29216501149632, -71.08896998437304)",2
212085022,2662,,BALLISTICS EVIDENCE/FOUND,C11, ,1,2021-11-20 00:59:00,2021,11,Saturday,0,,STOUGHTON ST,42.31661749735653,-71.0640782725732,"(42.31661749735653, -71.0640782725732)",2
212085253,2662,,BALLISTICS EVIDENCE/FOUND,C11,345,1,2021-11-20 23:45:00,2021,11,Saturday,23,,RIDGEWOOD ST,42.30209442501829,-71.06575183262441,"(42.30209442501829, -71.06575183262441)",1
212085481,423,,ASSAULT - AGGRAVATED,B2,326,1,2021-11-22 00:45:00,2021,11,Monday,0,,INTERVALE ST,42.311418643425846,-71.0796475986592,"(42.311418643425846, -71.0796475986592)",0
212085501,423,,ASSAULT - AGGRAVATED,B3,467,1,2021-11-22 00:59:00,2021,11,Monday,0,,HARVARD ST,42.28508040093799,-71.09700320693914,"(42.28508040093799, -71.09700320693914)",0
212085520,3115,,INVESTIGATE PERSON,E5, ,1,2021-11-22 05:37:00,2021,11,Monday,5,,STELLMAN RD,42.28919901551304,-71.123091950958,"(42.28919901551304, -71.123091950958)",0
212085753,111,,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",E18, ,1,2021-11-22 21:54:00,2021,11,Monday,21,,"MAPLE ST & WALNUT ST
BOSTON  MA 02136
UNITED STATE",42.25361004045152,-71.11970996184974,"(42.25361004045152, -71.11970996184974)",0
212086035,3114,,INVESTIGATE PROPERTY,D14, ,1,2021-11-23 23:26:00,2021,11,Tuesday,23,,FIDELIS WAY,42.345837600832574,-71.1449213783549,"(42.345837600832574, -71.1449213783549)",1
212086286,423,,ASSAULT - AGGRAVATED,B2, ,1,2021-11-24 22:48:00,2021,11,Wednesday,22,,"DEGAUTIER WAY & ZEIGLER ST
ROXBURY  MA 02119
UNITE",42.32919201418945,-71.08153005779741,"(42.32919201418945, -71.08153005779741)",0
212086881,3114,,INVESTIGATE PROPERTY,B3,944,1,2021-11-28 01:52:00,2021,11,Sunday,1,,AMES ST,42.28956987736902,-71.08510500569525,"(42.28956987736902, -71.08510500569525)",1
212086885,423,,ASSAULT - AGGRAVATED,C11, ,1,2021-11-28 02:29:00,2021,11,Sunday,2,,DORCHESTER AVENUE,,,,0
212087096,3114,,INVESTIGATE PROPERTY,B3,430,1,2021-11-29 00:00:00,2021,11,Monday,0,,LUCERNE ST,42.28524659144394,-71.08905093539849,"(42.28524659144394, -71.08905093539849)",0
212087629,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2, ,1,2021-12-01 01:05:00,2021,12,Wednesday,1,,GASTON ST,42.31363544823751,-71.0825132148258,"(42.313635448237505, -71.0825132148258)",1
212088535,423,,ASSAULT - AGGRAVATED,C11, ,1,2021-12-03 23:49:00,2021,12,Friday,23,,WRENTHAM ST,42.28882395040272,-71.05717587622392,"(42.28882395040272, -71.05717587622392)",0
212088566,3114,,INVESTIGATE PROPERTY,D4, ,1,2021-12-04 04:41:00,2021,12,Saturday,4,,CHANDLER ST,42.34666860984232,-71.07212578648607,"(42.34666860984232, -71.07212578648607)",2
212088774,3114,,INVESTIGATE PROPERTY,B2,310,1,2021-12-04 22:44:00,2021,12,Saturday,22,,HAZELWOOD ST,42.31780113776803,-71.08454712480739,"(42.31780113776803, -71.08454712480739)",1
212089338,2662,,BALLISTICS EVIDENCE/FOUND,B3, ,1,2021-12-06 22:52:00,2021,12,Monday,22,,MORA ST,42.28208197671972,-71.07364874515646,"(42.28208197671972, -71.07364874515646)",0
212089344,2662,,BALLISTICS EVIDENCE/FOUND,C11, ,1,2021-12-06 23:07:00,2021,12,Monday,23,,LEVANT ST,42.30341895570511,-71.0695566721202,"(42.303418955705105, -71.0695566721202)",1
212089636,3114,,INVESTIGATE PROPERTY,B3, ,1,2021-12-07 20:44:00,2021,12,Tuesday,20,,TALBOT AVE,42.29453954303396,-71.08669889996908,"(42.29453954303396, -71.08669889996908)",0
212089666,2662,,BALLISTICS EVIDENCE/FOUND,E13, ,1,2021-12-08 00:25:00,2021,12,Wednesday,0,,HEATH ST,42.32624203616944,-71.10317574747674,"(42.32624203616944, -71.10317574747674)",2
212089679,3001,,DEATH INVESTIGATION,D14, ,1,2021-12-08 02:50:00,2021,12,Wednesday,2,,HARRIET ST,42.35326469365357,-71.15626648256838,"(42.35326469365357, -71.15626648256838)",0
212090253,3114,,INVESTIGATE PROPERTY,D4, ,1,2021-12-10 01:58:00,2021,12,Friday,1,,BEACON ST,42.35118145426695,-71.08824120429146,"(42.35118145426695, -71.08824120429146)",1
212090784,3114,,INVESTIGATE PROPERTY,D4,271,1,2021-12-12 05:06:00,2021,12,Sunday,5,,E LENOX ST,42.33437384101244,-71.07793187995318,"(42.334373841012436, -71.07793187995318)",1
212090973,1304,,PROPERTY - STOLEN THEN RECOVERED,B3, ,1,2021-12-13 00:25:00,2021,12,Monday,0,,FOWLER ST,42.300859310869264,-71.08128807752925,"(42.300859310869264, -71.08128807752925)",1
212091284,2662,,BALLISTICS EVIDENCE/FOUND,B2, ,1,2021-12-14 00:18:00,2021,12,Tuesday,0,,CODMAN PARK,42.32006162437233,-71.09297076099993,"(42.32006162437233, -71.09297076099993)",1
212091560,3114,,INVESTIGATE PROPERTY,B2, ,1,2021-12-15 00:03:00,2021,12,Wednesday,0,,SARGENT ST,42.31598378779322,-71.07385464005843,"(42.31598378779322, -71.07385464005843)",0
212092416,3110,,SERVICE TO OTHER AGENCY,C11, ,1,2021-12-17 21:24:00,2021,12,Friday,21,,HARTLAND ST,42.31508091425046,-71.0528131941847,"(42.31508091425046, -71.0528131941847)",0
212092663,2662,,BALLISTICS EVIDENCE/FOUND,E18,538,1,2021-12-18 20:24:00,2021,12,Saturday,20,,CHILD ST,42.25779862456599,-71.1284781459956,"(42.25779862456599, -71.1284781459956)",0
212092665,2662,,BALLISTICS EVIDENCE/FOUND,E18,495,1,2021-12-18 20:30:00,2021,12,Saturday,20,,WESTMINSTER ST,42.26400263668931,-71.11927878200393,"(42.26400263668931, -71.11927878200393)",0
212092715,423,,ASSAULT - AGGRAVATED,B3, ,1,2021-12-19 01:54:00,2021,12,Sunday,1,,ASHTON ST,42.28614440085707,-71.08966322457057,"(42.28614440085707, -71.08966322457057)",1
212092909,423,,ASSAULT - AGGRAVATED,C11,393,1,2021-12-19 21:43:00,2021,12,Sunday,21,,WRENTHAM ST,42.28882395040272,-71.05717587622392,"(42.28882395040272, -71.05717587622392)",0
212092920,3016,,FIREARM/WEAPON - ACCIDENTAL INJURY / DEATH,B2, ,1,2021-12-19 23:04:00,2021,12,Sunday,23,,PRENTISS ST,42.33414658573123,-71.09470188281028,"(42.33414658573123, -71.09470188281028)",1
212093178,3114,,INVESTIGATE PROPERTY,C11, ,1,2021-12-21 02:17:00,2021,12,Tuesday,2,,"WASHINGTON ST & NORWELL ST
DORCHESTER  MA 02121
UN",42.30209798448336,-71.0775880357172,"(42.30209798448336, -71.0775880357172)",0
212094381,423,,ASSAULT - AGGRAVATED,B2,328,1,2021-12-26 21:07:00,2021,12,Sunday,21,,INTERVALE ST,42.310178378582016,-71.07651046913271,"(42.310178378582016, -71.07651046913271)",2
212095037,2662,,BALLISTICS EVIDENCE/FOUND,D4, ,1,2021-12-27 20:00:00,2021,12,Monday,20,,WASHINGTON ST,42.3353740984913,-71.07831560233991,"(42.3353740984913, -71.07831560233991)",1
212094860,423,,ASSAULT - AGGRAVATED,B2, ,1,2021-12-28 20:55:00,2021,12,Tuesday,20,,SAINT ALPHONSUS ST,42.3346420372182,-71.10025069370285,"(42.3346420372182, -71.10025069370285)",0
212095505,3114,,INVESTIGATE PROPERTY,B3, ,1,2021-12-31 21:47:00,2021,12,Friday,21,,NIGHTINGALE ST,42.295401747229576,-71.08237834206447,"(42.295401747229576, -71.08237834206447)",0
222000014,2662,,BALLISTICS EVIDENCE/FOUND,C11, ,1,2022-01-01 01:08:00,2022,1,Saturday,1,,STOCKTON ST,42.28265603684103,-71.07374541091508,"(42.28265603684103, -71.07374541091508)",0
222000017,2662,,BALLISTICS EVIDENCE/FOUND,B2, ,1,2022-01-01 01:31:00,2022,1,Saturday,1,,SCHUYLER ST,42.309114219458586,-71.08667125999213,"(42.309114219458586, -71.08667125999213)",0
222000047,2662,,BALLISTICS EVIDENCE/FOUND,B3, ,1,2022-01-01 03:31:00,2022,1,Saturday,3,,W SELDEN ST,42.2747319578095,-71.08831325442068,"(42.2747319578095, -71.08831325442068)",1
222000057,423,,ASSAULT - AGGRAVATED,B2, ,1,2022-01-01 04:20:00,2022,1,Saturday,4,,CHENEY ST,42.30970015593802,-71.08582414153403,"(42.30970015593802, -71.08582414153403)",1
222000072,3114,,INVESTIGATE PROPERTY,C11, ,1,2022-01-01 05:02:00,2022,1,Saturday,5,,BULLARD ST,42.30175852716157,-71.07462979750593,"(42.301758527161574, -71.07462979750593)",1
222001595,1402,,VANDALISM,B3,465,1,2022-01-02 01:44:00,2022,1,Sunday,1,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)",0
222000236,3114,,INVESTIGATE PROPERTY,E18, ,1,2022-01-02 01:47:00,2022,1,Sunday,1,,RICHMERE RD,42.26914593357246,-71.10146111667622,"(42.26914593357246, -71.10146111667622)",0
222000849,3114,,INVESTIGATE PROPERTY,B3, ,1,2022-01-05 00:27:00,2022,1,Wednesday,0,,"MARYKNOLL ST & MARYKNOLL TER
MATTAPAN  MA 02126
UN",42.275699021278974,-71.07841798881422,"(42.275699021278974, -71.07841798881422)",0
222001082,3114,,INVESTIGATE PROPERTY,E18, ,1,2022-01-06 00:25:00,2022,1,Thursday,0,,NAVARRE ST,42.2775892551493,-71.11755202239401,"(42.2775892551493, -71.11755202239401)",0
222001663,1402,,VANDALISM,E18, ,1,2022-01-08 22:20:00,2022,1,Saturday,22,,BOW ST,42.24410678958532,-71.11786345021876,"(42.24410678958532, -71.11786345021876)",0
222001687,3114,,INVESTIGATE PROPERTY,C11, ,1,2022-01-09 02:19:00,2022,1,Sunday,2,,PARK ST,42.29786606203645,-71.06332517132257,"(42.29786606203645, -71.06332517132257)",1
222002059,423,,ASSAULT - AGGRAVATED,B2, ,1,2022-01-10 20:57:00,2022,1,Monday,20,,DUDLEY ST,42.3210416905708,-71.07215290722797,"(42.3210416905708, -71.07215290722797)",2
222002091,2662,,BALLISTICS EVIDENCE/FOUND,C11, ,1,2022-01-11 01:28:00,2022,1,Tuesday,1,,OLNEY ST,42.30554440134725,-71.07176554398326,"(42.30554440134725, -71.07176554398326)",0
222002268,1402,,VANDALISM,E18, ,1,2022-01-11 21:45:00,2022,1,Tuesday,21,,PIERCE ST,42.25711405538539,-71.11719142973159,"(42.25711405538539, -71.11719142973159)",0
222002279,423,,ASSAULT - AGGRAVATED,B2, ,1,2022-01-11 22:26:00,2022,1,Tuesday,22,,"CASTLEGATE RD & NORMANDY ST
DORCHESTER  MA 02121
U",42.3066810178824,-71.08235697030824,"(42.3066810178824, -71.08235697030824)",0
222002534,3114,,INVESTIGATE PROPERTY,D4,157,1,2022-01-12 23:10:00,2022,1,Wednesday,23,,W NEWTON ST,42.34063707485248,-71.07572280617076,"(42.34063707485248, -71.07572280617076)",2
222002725,1402,,VANDALISM,B2, ,1,2022-01-13 00:00:00,2022,1,Thursday,0,,"NORMANDY ST & PASADENA RD
BOSTON  MA 02121
UNITED ",42.30546002908304,-71.08310001910063,"(42.305460029083044, -71.08310001910063)",0
222002838,3114,,INVESTIGATE PROPERTY,E18, ,1,2022-01-14 01:19:00,2022,1,Friday,1,,HOLLINGSWORTH ST,42.26809427012881,-71.09909969547896,"(42.26809427012881, -71.09909969547896)",0
222002858,3114,,INVESTIGATE PROPERTY,B3, ,1,2022-01-14 02:31:00,2022,1,Friday,2,,ELLINGTON ST,42.30154554739627,-71.08118183666956,"(42.30154554739627, -71.08118183666956)",0
222003086,423,,ASSAULT - AGGRAVATED,C11, ,1,2022-01-14 22:29:00,2022,1,Friday,22,,CENTRE ST,42.29176925795394,-71.06645219530192,"(42.29176925795394, -71.06645219530192)",1
222003121,1501,,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,A7, ,1,2022-01-15 03:45:00,2022,1,Saturday,3,,BAYSWATER ST,42.384756613918086,-71.00489957033257,"(42.384756613918086, -71.00489957033257)",0
222003125,2662,,BALLISTICS EVIDENCE/FOUND,B2, ,1,2022-01-15 05:36:00,2022,1,Saturday,5,,WHITTIER ST,42.33380237768219,-71.08880867211724,"(42.33380237768219, -71.08880867211724)",2
222003263,1402,,VANDALISM,E18, ,1,2022-01-15 20:12:00,2022,1,Saturday,20,,WOOD AVE,42.26290907557025,-71.10865019127705,"(42.26290907557025, -71.10865019127705)",0
222003290,2662,,BALLISTICS EVIDENCE/FOUND,B3, ,1,2022-01-15 22:57:00,2022,1,Saturday,22,,BICKNELL ST,42.29746606065057,-71.08274309514798,"(42.29746606065057, -71.08274309514798)",0
222003293,2662,,BALLISTICS EVIDENCE/FOUND,B3, ,1,2022-01-15 23:07:00,2022,1,Saturday,23,,WHEATLAND AVE,42.29350271504225,-71.07344861567798,"(42.29350271504225, -71.07344861567798)",1
222003317,3114,,INVESTIGATE PROPERTY,D4, ,1,2022-01-16 02:27:00,2022,1,Sunday,2,,COLUMBUS SQ,42.34332879779392,-71.07788857963692,"(42.343328797793916, -71.07788857963692)",4
222004235,3114,,INVESTIGATE PROPERTY,B3, ,1,2022-01-20 02:14:00,2022,1,Thursday,2,,MORTON ST,42.28482798387814,-71.09264391866915,"(42.28482798387814, -71.09264391866915)",0
222004768,3114,,INVESTIGATE PROPERTY,C11, ,1,2022-01-21 22:06:00,2022,1,Friday,22,,"ADAMS ST & CENTRE ST
BOSTON  MA 02122
UNITED STATE",42.29516001988366,-71.0562199613459,"(42.29516001988366, -71.0562199613459)",1
222005014,1402,,VANDALISM,E18,519,1,2022-01-22 22:20:00,2022,1,Saturday,22,,WEBSTER ST,42.25815916046793,-71.12111277670276,"(42.25815916046793, -71.12111277670276)",0
222005027,3114,,INVESTIGATE PROPERTY,E18, ,1,2022-01-23 00:27:00,2022,1,Sunday,0,,"GARFIELD AVE & FARADAY ST
HYDE PARK  MA 02136
UNIT",42.241784010348674,-71.1214430512299,"(42.241784010348674, -71.1214430512299)",0
222005232,423,,ASSAULT - AGGRAVATED,A7, ,1,2022-01-23 20:18:00,2022,1,Sunday,20,,SARATOGA ST,42.3845879006604,-71.01498179719056,"(42.3845879006604, -71.01498179719056)",0
222005260,3114,,INVESTIGATE PROPERTY,C11, ,1,2022-01-23 22:32:00,2022,1,Sunday,22,,BULLARD ST,42.30218779795016,-71.07365003736103,"(42.30218779795016, -71.07365003736103)",1
222005789,3114,,INVESTIGATE PROPERTY,B3, ,1,2022-01-25 22:23:00,2022,1,Tuesday,22,,"MORTON ST & HARVARD ST
MATTAPAN  MA 02124
UNITED S",42.28767203374423,-71.09387505601761,"(42.28767203374423, -71.09387505601761)",0
222006025,3119,,FIREARM/WEAPON - FOUND OR CONFISCATED,C11, ,1,2022-01-26 20:26:00,2022,1,Wednesday,20,,HARTLAND ST,42.31508091425046,-71.0528131941847,"(42.31508091425046, -71.0528131941847)",0
222006317,3114,,INVESTIGATE PROPERTY,B3, ,1,2022-01-28 00:21:00,2022,1,Friday,0,,HARVARD ST,42.28699241669803,-71.09516728530429,"(42.28699241669803, -71.09516728530429)",0
222006635,3114,,INVESTIGATE PROPERTY,D4,161,1,2022-01-29 03:17:00,2022,1,Saturday,3,,"ARLINGTON ST & TREMONT ST
BOSTON  MA 02116
UNITED ",42.34749002605805,-71.068569999526,"(42.34749002605805, -71.068569999526)",0
222006982,2662,,BALLISTICS EVIDENCE/FOUND,A1, ,1,2022-01-31 03:12:00,2022,1,Monday,3,,TYLER ST,42.3509005960865,-71.06068690177561,"(42.350900596086504, -71.06068690177561)",4
222007247,2662,,BALLISTICS EVIDENCE/FOUND,C6, ,1,2022-01-31 22:31:00,2022,1,Monday,22,,MERCER ST,42.330838878727945,-71.04975280794564,"(42.330838878727945, -71.04975280794564)",0
222008359,3114,,INVESTIGATE PROPERTY,E13,912,1,2022-02-04 23:30:00,2022,2,Friday,23,,CENTRE ST,42.32290251979814,-71.10220401798426,"(42.32290251979814, -71.10220401798426)",2
222008378,2662,,BALLISTICS EVIDENCE/FOUND,B2, ,1,2022-02-05 01:48:00,2022,2,Saturday,1,,KENSINGTON PARK,42.321713486791694,-71.0826082207054,"(42.321713486791694, -71.0826082207054)",0
222008562,3114,,INVESTIGATE PROPERTY,B3, ,1,2022-02-05 20:04:00,2022,2,Saturday,20,,CROWELL ST,42.28297379140311,-71.08194011136256,"(42.28297379140311, -71.08194011136256)",0
222008649,2662,,BALLISTICS EVIDENCE/FOUND,B2, ,1,2022-02-06 05:53:00,2022,2,Sunday,5,,CEDRIC ST,42.32571408838157,-71.07131716138848,"(42.32571408838157, -71.07131716138848)",1
222009095,3114,,INVESTIGATE PROPERTY,B2, ,1,2022-02-08 00:34:00,2022,2,Tuesday,0,,HOMESTEAD ST,42.31127725586286,-71.08909334113278,"(42.31127725586286, -71.08909334113278)",1
222009604,3114,,INVESTIGATE PROPERTY,B3, ,1,2022-02-09 23:02:00,2022,2,Wednesday,23,,WALES ST,42.29752097279298,-71.08502291448018,"(42.29752097279298, -71.08502291448018)",1
222009870,3114,,INVESTIGATE PROPERTY,E18, ,1,2022-02-10 00:00:00,2022,2,Thursday,0,,"AMERICAN LEGION HWY & CUMMINS HWY
ROSLINDALE  MA 0",42.2794240383303,-71.1167060491721,"(42.2794240383303, -71.1167060491721)",2
222009907,2662,,BALLISTICS EVIDENCE/FOUND,B3, ,1,2022-02-10 21:22:00,2022,2,Thursday,21,,BLUE HILL AVE,42.28963056558511,-71.08981292089554,"(42.28963056558511, -71.08981292089554)",1
222009935,3114,,INVESTIGATE PROPERTY,D4, ,1,2022-02-11 00:41:00,2022,2,Friday,0,,TREMONT ST,42.33766029223712,-71.08339200572716,"(42.33766029223712, -71.08339200572716)",1
222010252,3114,,INVESTIGATE PROPERTY,B3, ,1,2022-02-12 01:11:00,2022,2,Saturday,1,,HARVARD ST,42.28508040093799,-71.09700320693914,"(42.28508040093799, -71.09700320693914)",0
222010262,3114,,INVESTIGATE PROPERTY,E5, ,1,2022-02-12 02:47:00,2022,2,Saturday,2,,SPRING ST,42.276949554437984,-71.16506704182314,"(42.276949554437984, -71.16506704182314)",1
222010271,423,,ASSAULT - AGGRAVATED,B2, ,1,2022-02-12 05:41:00,2022,2,Saturday,5,,MADISON PARK CT,42.33102946071238,-71.0861827799724,"(42.33102946071238, -71.0861827799724)",1
222010465,3114,,INVESTIGATE PROPERTY,B3,417,1,2022-02-12 21:35:00,2022,2,Saturday,21,,STOCKTON ST,42.28265603684103,-71.07374541091508,"(42.28265603684103, -71.07374541091508)",0
220010506,3114,,INVESTIGATE PROPERTY,E13,303,1,2022-02-13 01:32:00,2022,2,Sunday,1,,COLUMBUS AVE,42.321024898403046,-71.09845334872156,"(42.321024898403046, -71.09845334872156)",0
222010522,3114,,INVESTIGATE PROPERTY,C6,178,1,2022-02-13 02:21:00,2022,2,Sunday,2,,GERARD ST,42.33176795457214,-71.07182739173125,"(42.33176795457214, -71.07182739173125)",1
222010971,423,,ASSAULT - AGGRAVATED,C6, ,1,2022-02-15 01:52:00,2022,2,Tuesday,1,,MASSACHUSETTS AVE,42.32198656406036,-71.06280665755338,"(42.32198656406036, -71.06280665755338)",0
222011754,1402,,VANDALISM,B2, ,1,2022-02-18 00:53:00,2022,2,Friday,0,,BRUNSWICK ST,42.30833370554905,-71.07599127682754,"(42.30833370554905, -71.07599127682754)",1
222011778,3001,,DEATH INVESTIGATION,E18, ,1,2022-02-18 05:51:00,2022,2,Friday,5,,DANA AVE,42.24577749734768,-71.11807599934576,"(42.245777497347675, -71.11807599934576)",0
222012303,423,,ASSAULT - AGGRAVATED,B3, ,1,2022-02-19 23:12:00,2022,2,Saturday,23,,RIVER ST,42.268714412421,-71.09221138572715,"(42.268714412421, -71.09221138572715)",2
222012347,423,,ASSAULT - AGGRAVATED,B3, ,1,2022-02-19 23:15:00,2022,2,Saturday,23,,RIVER ST,42.268714412421,-71.09221138572715,"(42.268714412421, -71.09221138572715)",2
222012346,423,,ASSAULT - AGGRAVATED,B3,418,1,2022-02-20 03:41:00,2022,2,Sunday,3,,MAXWELL ST,42.281615326622806,-71.08086179326523,"(42.281615326622806, -71.08086179326523)",1
222012737,3114,,INVESTIGATE PROPERTY,B3, ,1,2022-02-21 21:54:00,2022,2,Monday,21,,NIGHTINGALE ST,42.294743121884856,-71.08503785643556,"(42.294743121884856, -71.08503785643556)",0
222013538,2662,,BALLISTICS EVIDENCE/FOUND,C11, ,1,2022-02-25 05:25:00,2022,2,Friday,5,,COLUMBIA RD,42.31069804319816,-71.07119068034005,"(42.31069804319816, -71.07119068034005)",0
222013916,423,,ASSAULT - AGGRAVATED,C11, ,1,2022-02-26 22:43:00,2022,2,Saturday,22,,HANCOCK ST,42.31319381990397,-71.0650083285478,"(42.31319381990397, -71.0650083285478)",0
222014668,2662,,BALLISTICS EVIDENCE/FOUND,C11, ,1,2022-03-02 01:19:00,2022,3,Wednesday,1,,STOUGHTON ST,42.31661749735653,-71.0640782725732,"(42.31661749735653, -71.0640782725732)",2
222014888,3114,,INVESTIGATE PROPERTY,B2,261,1,2022-03-02 20:43:00,2022,3,Wednesday,20,,DEAN ST,42.31959656514034,-71.0745888978445,"(42.319596565140344, -71.0745888978445)",1
222014941,2662,,BALLISTICS EVIDENCE/FOUND,B2, ,1,2022-03-03 03:56:00,2022,3,Thursday,3,,ROCKLAND ST,42.32188452678773,-71.08306612138695,"(42.32188452678773, -71.08306612138695)",1
222015471,2662,,BALLISTICS EVIDENCE/FOUND,B3, ,1,2022-03-04 22:53:00,2022,3,Friday,22,,"BLUE HILL AVE & PAXTON ST
DORCHESTER  MA 02124
UNI",42.29214899431081,-71.08892194782763,"(42.29214899431081, -71.08892194782763)",0
222015576,1402,,VANDALISM,E18, ,1,2022-03-05 03:00:00,2022,3,Saturday,3,,BOW ST,42.24410678958532,-71.11786345021876,"(42.24410678958532, -71.11786345021876)",0
222015689,2662,,BALLISTICS EVIDENCE/FOUND,C11, ,1,2022-03-05 20:04:00,2022,3,Saturday,20,,ELDON ST,42.30376754292913,-71.07737055002708,"(42.30376754292913, -71.07737055002708)",0
222015752,3115,,INVESTIGATE PERSON,B3, ,1,2022-03-06 01:54:00,2022,3,Sunday,1,,LANDOR RD,42.28319808592402,-71.09098656485257,"(42.28319808592402, -71.09098656485257)",1
222015971,2662,,BALLISTICS EVIDENCE/FOUND,B2, ,1,2022-03-07 04:57:00,2022,3,Monday,4,,WOODCLIFF ST,42.316102412583874,-71.07756198793237,"(42.316102412583874, -71.07756198793237)",1
222016238,3115,,INVESTIGATE PERSON,E5, ,1,2022-03-08 03:38:00,2022,3,Tuesday,3,,VFW PKWY,42.26623735462044,-71.16843345611866,"(42.266237354620436, -71.16843345611866)",0
222016447,3114,,INVESTIGATE PROPERTY,B2,287,1,2022-03-08 20:08:00,2022,3,Tuesday,20,,DEWITT DR,42.33201393764608,-71.08556833128112,"(42.33201393764608, -71.08556833128112)",2
222016718,423,,ASSAULT - AGGRAVATED,C11, ,1,2022-03-09 22:57:00,2022,3,Wednesday,22,,DORCHESTER AVE,42.27839920113053,-71.06636305093119,"(42.27839920113053, -71.06636305093119)",0
222017684,3114,,INVESTIGATE PROPERTY,B2, ,1,2022-03-13 20:46:00,2022,3,Sunday,20,,ELM HILL AVE,42.31005741314036,-71.08709406128342,"(42.310057413140356, -71.08709406128342)",1
222017727,2662,,BALLISTICS EVIDENCE/FOUND,A1, ,1,2022-03-14 03:23:00,2022,3,Monday,3,,EDINBORO ST,42.352072379909714,-71.05975342200742,"(42.352072379909714, -71.05975342200742)",1
222018507,2662,,BALLISTICS EVIDENCE/FOUND,B3, ,1,2022-03-16 20:40:00,2022,3,Wednesday,20,,"ROXTON ST & GLENWAY ST
DORCHESTER  MA 02121
UNITED",42.29811696807271,-71.08111099189836,"(42.298116968072705, -71.08111099189836)",1
222018821,3114,,INVESTIGATE PROPERTY,B3, ,1,2022-03-18 01:35:00,2022,3,Friday,1,,HIAWATHA RD,42.27683754247962,-71.09526440075749,"(42.27683754247962, -71.09526440075749)",0
222019068,2662,,BALLISTICS EVIDENCE/FOUND,B2,305,1,2022-03-18 20:32:00,2022,3,Friday,20,,KENSINGTON ST,42.320626799950325,-71.09108855771821,"(42.320626799950325, -71.09108855771821)",1
